id,structure_id,metric_id,value,date_key
165,15,1,2631340482,4/30/2017
166,15,1,2709789990,5/31/2017
167,15,1,2664768005,6/30/2017
168,16,1,403572413.5,7/31/2016
169,16,1,417775029.8,8/31/2016
170,16,1,416213423.5,9/30/2016
171,16,1,420002187.8,10/31/2016
172,16,1,411819071.2,11/30/2016
173,16,1,420963522.9,12/31/2016
174,16,1,426401639.6,1/31/2017
175,16,1,434259086.6,2/28/2017
176,16,1,468179867.3,3/31/2017
177,16,1,487797335.8,4/30/2017
178,16,1,501956173.7,5/31/2017
179,16,1,494464782.9,6/30/2017
180,17,1,403572413.5,7/31/2016
181,17,1,417775029.8,8/31/2016
182,17,1,416213423.5,9/30/2016
183,17,1,420002187.8,10/31/2016
184,17,1,411819071.2,11/30/2016
185,17,1,420963522.9,12/31/2016
186,17,1,426401639.6,1/31/2017
187,17,1,434259086.6,2/28/2017
188,17,1,468179867.3,3/31/2017
189,17,1,487797335.8,4/30/2017
190,17,1,501956173.7,5/31/2017
191,17,1,494464782.9,6/30/2017
192,18,1,1218561503,7/31/2016
193,18,1,1261722716,8/31/2016
194,18,1,1255174253,9/30/2016
195,18,1,1261792739,10/31/2016
196,18,1,1239621949,11/30/2016
197,18,1,1264909973,12/31/2016
198,18,1,1272639659,1/31/2017
199,18,1,1299926123,2/28/2017
200,18,1,1343639735,3/31/2017
201,18,1,1398900137,4/30/2017
202,18,1,1442670578,5/31/2017
203,18,1,1413973808,6/30/2017
204,19,1,1218561503,7/31/2016
205,19,1,1261722716,8/31/2016
206,19,1,1255174253,9/30/2016
207,19,1,1261792739,10/31/2016
208,19,1,1239621949,11/30/2016
209,19,1,1264909973,12/31/2016
210,19,1,1272639659,1/31/2017
211,19,1,1299926123,2/28/2017
212,19,1,1343639735,3/31/2017
213,19,1,1398900137,4/30/2017
214,19,1,1442670578,5/31/2017
215,19,1,1413973808,6/30/2017
216,20,1,463234189.2,7/31/2016
217,20,1,474680448.5,8/31/2016
218,20,1,470091297.4,9/30/2016
219,20,1,480730635.8,10/31/2016
220,20,1,468889212.8,11/30/2016
221,20,1,478886207.9,12/31/2016
222,20,1,483126268.9,1/31/2017
223,20,1,345834251.9,2/28/2017
224,20,1,373028549.2,3/31/2017
225,20,1,744638040.4,4/30/2017
226,20,1,765083234.5,5/31/2017
227,20,1,756249410.8,6/30/2017
228,22,1,219752441.6,4/30/2017
229,22,1,225474372.4,5/31/2017
230,22,1,221942594.8,6/30/2017
231,23,1,287447363.4,7/31/2016
232,23,1,296033691.9,8/31/2016
233,23,1,292765544.8,9/30/2016
234,23,1,294591548.6,10/31/2016
235,23,1,287598448.4,11/30/2016
236,23,1,291108433.1,12/31/2016
237,23,1,292714314.3,1/31/2017
238,23,1,144655889.3,2/28/2017
239,23,1,151271300.7,3/31/2017
240,23,1,158755480.4,4/30/2017
241,23,1,160801285.2,5/31/2017
242,23,1,159396235.2,6/30/2017
243,24,1,142103.0576,7/31/2016
244,24,1,135714.0962,8/31/2016
245,24,1,132920.5852,9/30/2016
246,24,1,132645.6278,10/31/2016
247,24,1,131367.5615,11/30/2016
248,24,1,130621.1789,12/31/2016
249,24,1,130759.8482,1/31/2017
250,24,1,338492.4188,2/28/2017
251,24,1,338851.7793,3/31/2017
252,24,1,197.28,4/30/2017
253,24,1,0,5/31/2017
254,24,1,45.955284,6/30/2017
255,25,1,175818321.8,7/31/2016
256,25,1,178666950.4,8/31/2016
257,25,1,177345305.4,9/30/2016
258,25,1,186158615.3,10/31/2016
259,25,1,181310240.4,11/30/2016
260,25,1,187797783.1,12/31/2016
261,25,1,190431699.7,1/31/2017
262,25,1,40437875.24,2/28/2017
263,25,1,3554924.485,3/31/2017
264,25,1,321312.0895,4/30/2017
265,25,1,80003.32,5/31/2017
266,25,1,80003.32,6/30/2017
267,26,1,137280331.9,4/30/2017
268,26,1,141189493.7,5/31/2017
269,26,1,142571604.2,6/30/2017
270,27,1,11421.44868,7/31/2016
271,27,1,2.911413,8/31/2016
272,27,1,2.822735,9/30/2016
273,27,1,2.860798,10/31/2016
274,27,1,0,11/30/2016
275,27,1,39858344.88,2/28/2017
276,27,1,2966824.345,3/31/2017
277,27,1,96.90716,4/30/2017
278,27,1,80003.34521,5/31/2017
279,27,1,80003.32065,6/30/2017
280,28,1,200618658.2,2/28/2017
281,28,1,221188859.7,3/31/2017
282,28,1,228528572,4/30/2017
283,28,1,237618082.8,5/31/2017
284,28,1,232338976.2,6/30/2017
285,30,1,375862932.2,7/31/2016
286,30,1,405288011.7,8/31/2016
287,30,1,275434008.6,9/30/2016
288,30,1,285017683.5,10/31/2016
289,30,1,332148690.1,11/30/2016
290,30,1,355901492.9,12/31/2016
291,30,1,372538090.1,1/31/2017
292,30,1,400958965.7,2/28/2017
293,30,1,397023644.3,3/31/2017
294,30,1,404798808.9,4/30/2017
295,30,1,447060726.4,5/31/2017
296,30,1,312448588.2,6/30/2017
297,31,1,220016.3794,7/31/2016
298,31,1,-121829.6113,8/31/2016
299,31,1,330464.4479,9/30/2016
300,31,1,-146098.3767,10/31/2016
301,31,1,-725013.2739,11/30/2016
302,31,1,-602023.3528,12/31/2016
303,31,1,993438.6891,1/31/2017
304,31,1,142949.8142,2/28/2017
305,31,1,113125.7139,3/31/2017
306,31,1,-346282.2327,4/30/2017
307,31,1,-149663.0714,5/31/2017
308,31,1,794631.2395,6/30/2017
309,32,1,34616591.79,7/31/2016
310,32,1,28609005.69,8/31/2016
311,32,1,42466613.34,9/30/2016
312,32,1,30816707.81,10/31/2016
313,32,1,10671870.1,11/30/2016
314,32,1,-5862620.02,12/31/2016
315,32,1,16981377.67,1/31/2017
316,32,1,30249785.95,2/28/2017
317,32,1,23830980.65,3/31/2017
318,32,1,2081901.387,4/30/2017
319,32,1,-4951171.837,5/31/2017
320,32,1,17328956.99,6/30/2017
321,33,1,14256306.37,7/31/2016
322,33,1,11729005.35,8/31/2016
323,33,1,17215485.64,9/30/2016
324,33,1,12811300.45,10/31/2016
325,33,1,5196002.203,11/30/2016
326,33,1,-714618.8807,12/31/2016
327,33,1,8350728.492,1/31/2017
328,33,1,13489766.07,2/28/2017
329,33,1,11056666.7,3/31/2017
330,33,1,2155364.809,4/30/2017
331,33,1,-599313.3027,5/31/2017
332,33,1,7812107.625,6/30/2017
333,34,1,3016466.811,7/31/2016
334,34,1,2579578.837,8/31/2016
335,34,1,4955124.732,9/30/2016
336,34,1,4657399.296,10/31/2016
337,34,1,2947427.04,11/30/2016
338,34,1,1813135.492,12/31/2016
339,34,1,1310608.238,1/31/2017
340,34,1,731789.122,2/28/2017
341,34,1,370155.8523,3/31/2017
342,34,1,238196.8998,4/30/2017
343,34,1,167575.2725,5/31/2017
344,34,1,132801.2917,6/30/2017
345,35,1,-2385581.227,3/31/2017
346,35,1,-5950220.948,4/30/2017
347,35,1,-8411758.106,5/31/2017
348,35,1,-3569593.672,6/30/2017
349,36,1,239829943.1,7/31/2016
350,36,1,186493228.2,8/31/2016
351,36,1,301186917.7,9/30/2016
352,36,1,232344076.2,10/31/2016
353,36,1,79176174.69,11/30/2016
354,36,1,-47360221.87,12/31/2016
355,36,1,126974360.5,1/31/2017
356,36,1,241224908.7,2/28/2017
357,36,1,187083874.2,3/31/2017
358,36,1,-8632618.719,4/30/2017
359,36,1,-70423155.2,5/31/2017
360,36,1,134868239.3,6/30/2017
361,37,1,12032667.75,7/31/2016
362,37,1,12855194.51,8/31/2016
363,37,1,12541811.14,9/30/2016
364,37,1,12400171.53,10/31/2016
365,37,1,9459847.692,11/30/2016
366,37,1,9536685.098,12/31/2016
367,37,1,9882661.752,1/31/2017
368,37,1,10585151.56,2/28/2017
369,37,1,10411855.12,3/31/2017
370,37,1,10689272.87,4/30/2017
371,37,1,7567376.812,5/31/2017
372,37,1,7716784.744,6/30/2017
373,38,1,6566038.186,7/31/2016
374,38,1,5568160.452,8/31/2016
375,38,1,8518637.647,9/30/2016
376,38,1,6160513.179,10/31/2016
377,38,1,2898237.668,11/30/2016
378,38,1,-195495.9833,12/31/2016
379,38,1,2743084.501,1/31/2017
380,38,1,6074777.152,2/28/2017
381,38,1,4606886.783,3/31/2017
382,38,1,-714347.9481,4/30/2017
383,38,1,-2521870.445,5/31/2017
384,38,1,3229454.835,6/30/2017
385,39,1,41166374.47,7/31/2016
386,39,1,44263788.83,8/31/2016
387,39,1,43977610.34,9/30/2016
388,39,1,44180063.81,10/31/2016
389,39,1,33833753.87,11/30/2016
390,39,1,33251314.17,12/31/2016
391,39,1,34771659.81,1/31/2017
392,39,1,38112245.04,2/28/2017
393,39,1,37930418.87,3/31/2017
394,39,1,38519053.33,4/30/2017
395,39,1,30465357.58,5/31/2017
396,39,1,30391309.72,6/30/2017
397,40,1,245064.1289,3/31/2017
398,40,1,18093479.75,4/30/2017
399,40,1,14096896.18,5/31/2017
400,40,1,13815247.53,6/30/2017
401,41,1,1726283.414,7/31/2016
402,41,1,-628128.9688,8/31/2016
403,41,1,1821812.508,9/30/2016
404,41,1,557164.379,10/31/2016
405,41,1,-2861756.732,11/30/2016
406,41,1,-3337606.867,12/31/2016
407,41,1,5445569.99,1/31/2017
408,41,1,1070035.728,2/28/2017
409,41,1,32385.4066,3/31/2017
410,41,1,-2706262.196,4/30/2017
411,41,1,-1575026.89,5/31/2017
412,41,1,4148538.3,6/30/2017
413,42,1,55013332.12,7/31/2016
414,42,1,59352339.65,8/31/2016
415,42,1,40687841.87,9/30/2016
416,42,1,42719369.45,10/31/2016
417,42,1,49297811.33,11/30/2016
418,42,1,52827775.1,12/31/2016
419,42,1,55699585.83,1/31/2017
420,42,1,61025234.5,2/28/2017
421,42,1,59412515.5,3/31/2017
422,42,1,60962785.77,4/30/2017
423,42,1,68331150.44,5/31/2017
424,42,1,67750720.33,6/30/2017
425,43,1,40805143.38,7/31/2016
426,43,1,32635618.82,8/31/2016
427,43,1,50190678.62,9/30/2016
428,43,1,38267532.52,10/31/2016
429,43,1,13474406,11/30/2016
430,43,1,-6511068.876,12/31/2016
431,43,1,17381186.21,1/31/2017
432,43,1,34132990.43,2/28/2017
433,43,1,26413493.3,3/31/2017
434,43,1,-565821.5283,4/30/2017
435,43,1,-9986827.112,5/31/2017
436,43,1,22413684.96,6/30/2017
437,44,1,550849.807,7/31/2016
438,44,1,-249645.1522,8/31/2016
439,44,1,626890.6144,9/30/2016
440,44,1,208231.8536,10/31/2016
441,44,1,-1188533.278,11/30/2016
442,44,1,-1315380.018,12/31/2016
443,44,1,2253489.356,1/31/2017
444,44,1,552613.098,2/28/2017
445,44,1,102965.8814,3/31/2017
446,44,1,-1070029.817,4/30/2017
447,44,1,-745247.554,5/31/2017
448,44,1,1545865.487,6/30/2017
449,45,1,5460671360,7/31/2016
450,45,1,5893237999,8/31/2016
451,45,1,5898047114,9/30/2016
452,45,1,5812548754,10/31/2016
453,45,1,6097329679,11/30/2016
454,45,1,6354922565,12/31/2016
455,45,1,6234118910,1/31/2017
456,45,1,6298994006,2/28/2017
457,45,1,6697204182,3/31/2017
458,45,1,6960673601,4/30/2017
459,45,1,7153093112,5/31/2017
460,45,1,7924161169,6/30/2017
461,46,1,2783829854,7/31/2016
462,46,1,2820760505,8/31/2016
463,46,1,2786904607,9/30/2016
464,46,1,2742139350,10/31/2016
465,46,1,2896986495,11/30/2016
466,46,1,3025883936,12/31/2016
467,46,1,2952275801,1/31/2017
468,46,1,2990848477,2/28/2017
469,46,1,3310892608,3/31/2017
470,46,1,3432909517,4/30/2017
471,46,1,3519561286,5/31/2017
472,46,1,3966444426,6/30/2017
473,47,1,2783829854,7/31/2016
474,47,1,2820760505,8/31/2016
475,47,1,2786904607,9/30/2016
476,47,1,2742139350,10/31/2016
477,47,1,2896986495,11/30/2016
478,47,1,3025883936,12/31/2016
479,47,1,2952275801,1/31/2017
480,47,1,2990848477,2/28/2017
481,47,1,3310892608,3/31/2017
482,47,1,3432909517,4/30/2017
483,47,1,3519561286,5/31/2017
484,47,1,3966444426,6/30/2017
485,48,1,1361831750,7/31/2016
486,48,1,1217968775,8/31/2016
487,48,1,1781989934,9/30/2016
488,48,1,1758468543,10/31/2016
489,48,1,1834960968,11/30/2016
490,48,1,1902688440,12/31/2016
491,48,1,1886494621,1/31/2017
492,48,1,1895081211,2/28/2017
493,48,1,1944472321,3/31/2017
494,48,1,2031187490,4/30/2017
495,48,1,2097528664,5/31/2017
496,48,1,2065888548,6/30/2017
497,49,1,672698369.1,7/31/2016
498,49,1,182781012.5,8/31/2016
499,49,1,186923031.9,9/30/2016
500,49,1,178547075.8,10/31/2016
501,49,1,178116390.9,11/30/2016
502,49,1,178891888.4,12/31/2016
503,49,1,187813710,1/31/2017
504,49,1,188618919.3,2/28/2017
505,49,1,198045674.3,3/31/2017
506,49,1,215729501.5,4/30/2017
507,49,1,227565643.8,5/31/2017
508,49,1,237230761.8,6/30/2017
509,50,1,1,6/30/2017
510,51,1,423924103.7,8/31/2016
511,51,1,419475275,9/30/2016
512,51,1,403026689.1,10/31/2016
513,51,1,408413194.5,11/30/2016
514,51,1,418051335,12/31/2016
515,51,1,415040412.4,1/31/2017
516,51,1,416592303.1,2/28/2017
517,51,1,427868458.1,3/31/2017
518,51,1,448955894.7,4/30/2017
519,51,1,474056998.9,5/31/2017
520,51,1,461501253.4,6/30/2017
521,52,1,0.05378514,7/31/2016
522,52,1,0.05378592,8/31/2016
523,52,1,0.05378713,9/30/2016
524,52,1,0.05377517,10/31/2016
525,52,1,0.05375634,11/30/2016
526,52,1,0.05375522,12/31/2016
527,52,1,0.05375104,1/31/2017
528,52,1,0.05374874,2/28/2017
529,52,1,0.05375292,3/31/2017
530,52,1,0.05375987,4/30/2017
531,52,1,0.05376441,5/31/2017
532,52,1,0.05374809,6/30/2017
533,53,1,2599827.813,7/31/2016
534,53,1,527649852.6,8/31/2016
535,53,1,15709353.21,9/30/2016
536,53,1,15724700.64,10/31/2016
537,53,1,1280545.74,11/30/2016
538,53,1,1296368.106,12/31/2016
539,53,1,4137933.204,1/31/2017
540,53,1,4110259.493,2/28/2017
541,53,1,4034880.307,3/31/2017
542,53,1,2732855.011,4/30/2017
543,53,1,1257638.932,5/31/2017
544,53,1,317525967.5,6/30/2017
545,54,1,5793.385619,7/31/2016
546,54,1,5807.317203,8/31/2016
547,54,1,5764.312543,9/30/2016
548,54,1,5669.199663,10/31/2016
549,54,1,5658.445496,11/30/2016
550,54,1,5752.666851,12/31/2016
551,54,1,-0.00074103,1/31/2017
552,54,1,-0.00069652,2/28/2017
553,54,1,0.00046136,3/31/2017
554,54,1,0.00207121,4/30/2017
555,55,1,606930828.3,8/31/2016
556,55,1,598210245.4,9/30/2016
557,55,1,598830547.2,10/31/2016
558,55,1,643305886.6,11/30/2016
559,55,1,673950077.9,12/31/2016
560,55,1,658542992.4,1/31/2017
561,55,1,658039315.3,2/28/2017
562,55,1,674825536.1,3/31/2017
563,55,1,696651785,4/30/2017
564,55,1,714100559.2,5/31/2017
565,55,1,696397358,6/30/2017
566,56,1,8894.27419,7/31/2016
567,56,1,8894.27423,8/31/2016
568,56,1,8894.27423,9/30/2016
569,56,1,8894.27423,10/31/2016
570,56,1,8894.27424,11/30/2016
571,56,1,8894.27423,12/31/2016
572,56,1,8894.27419,1/31/2017
573,56,1,8894.2642,2/28/2017
574,56,1,1769.6818,3/31/2017
575,56,1,1769.68179,4/30/2017
576,56,1,1769.68183,5/31/2017
577,56,1,940.80489,6/30/2017
578,57,1,573087744.1,9/30/2016
579,57,1,573854249.3,10/31/2016
580,57,1,602253525.6,11/30/2016
581,57,1,628862627.7,12/31/2016
582,57,1,625097506.2,1/31/2017
583,57,1,631830673.7,2/28/2017
584,57,1,643732652.3,3/31/2017
585,57,1,669850759.7,4/30/2017
586,57,1,681805461.7,5/31/2017
587,57,1,670759174.6,6/30/2017
588,58,1,1312409927,7/31/2016
589,58,1,1326858866,8/31/2016
590,58,1,1313443220,9/30/2016
591,58,1,1296216161,10/31/2016
592,58,1,1364101670,11/30/2016
593,58,1,1425053821,12/31/2016
594,58,1,1391210555,1/31/2017
595,58,1,1408954058,2/28/2017
596,58,1,1437804373,3/31/2017
597,58,1,1493843738,4/30/2017
598,58,1,1534745524,5/31/2017
599,58,1,1574302228,6/30/2017
600,59,1,577890027.6,7/31/2016
601,59,1,582710086.2,8/31/2016
602,59,1,577747884.6,9/30/2016
603,59,1,569049452.9,10/31/2016
604,59,1,601231864.1,11/30/2016
605,59,1,626407545.2,12/31/2016
606,59,1,613284993.9,1/31/2017
607,59,1,619696155,2/28/2017
608,59,1,634329810.2,3/31/2017
609,59,1,660228508.1,4/30/2017
610,59,1,678417555.4,5/31/2017
611,59,1,701026236,6/30/2017
612,60,1,734519899.6,7/31/2016
613,60,1,744148779.9,8/31/2016
614,60,1,735695335.3,9/30/2016
615,60,1,727166707.7,10/31/2016
616,60,1,762869806,11/30/2016
617,60,1,798646275.8,12/31/2016
618,60,1,777925561.2,1/31/2017
619,60,1,789257903,2/28/2017
620,60,1,803474562.4,3/31/2017
621,60,1,833615229.9,4/30/2017
622,60,1,856327968.1,5/31/2017
623,60,1,873275992.2,6/30/2017
624,61,1,9477035555,7/31/2016
625,61,1,9348874077,8/31/2016
626,61,1,9414911700,9/30/2016
627,61,1,9220624523,10/31/2016
628,61,1,9477426710,11/30/2016
629,61,1,9881807348,12/31/2016
630,61,1,9825716754,1/31/2017
631,61,1,10027396865,2/28/2017
632,61,1,11078866499,3/31/2017
633,61,1,11179107058,4/30/2017
634,61,1,10896981202,5/31/2017
635,61,1,11376266570,6/30/2017
636,62,1,3815835414,7/31/2016
637,62,1,3764946035,8/31/2016
638,62,1,3794400410,9/30/2016
639,62,1,3721874502,10/31/2016
640,62,1,3826369930,11/30/2016
641,62,1,3997231602,12/31/2016
642,62,1,3969840150,1/31/2017
643,62,1,4061719650,2/28/2017
644,62,1,4186516148,3/31/2017
645,62,1,4226639841,4/30/2017
646,62,1,4107433238,5/31/2017
647,62,1,4585884543,6/30/2017
648,63,1,3815835414,7/31/2016
649,63,1,3764946035,8/31/2016
650,63,1,3794400410,9/30/2016
651,63,1,3721874502,10/31/2016
652,63,1,3309864469,11/30/2016
653,63,1,3458206137,12/31/2016
654,63,1,3435216361,1/31/2017
655,63,1,3514233638,2/28/2017
656,63,1,3622985910,3/31/2017
657,63,1,3659385854,4/30/2017
658,63,1,3555327580,5/31/2017
659,63,1,4031234748,6/30/2017
660,64,1,516505461.4,11/30/2016
661,64,1,539025464.7,12/31/2016
662,64,1,534623789.5,1/31/2017
663,64,1,547486012.5,2/28/2017
664,64,1,563530238.3,3/31/2017
665,64,1,567253986.8,4/30/2017
666,64,1,552105658.2,5/31/2017
667,64,1,554649795.1,6/30/2017
668,65,1,2484689693,7/31/2016
669,65,1,2456887875,8/31/2016
670,65,1,1697103487,9/30/2016
671,65,1,2417241256,10/31/2016
672,65,1,2489276931,11/30/2016
673,65,1,2586558175,12/31/2016
674,65,1,2583548092,1/31/2017
675,65,1,2621907518,2/28/2017
676,65,1,2696707077,3/31/2017
677,65,1,2715586929,4/30/2017
678,65,1,2668138634,5/31/2017
679,65,1,2660803345,6/30/2017
680,66,1,622267321.9,7/31/2016
681,66,1,613210204.5,8/31/2016
682,66,1,611650491.5,9/30/2016
683,66,1,600577257.7,10/31/2016
684,66,1,618081683,11/30/2016
685,66,1,639364506.9,12/31/2016
686,66,1,644805976.3,1/31/2017
687,66,1,648128682.9,2/28/2017
688,66,1,667831016.9,3/31/2017
689,66,1,668794350.4,4/30/2017
690,66,1,663386787.1,5/31/2017
691,66,1,663223132.5,6/30/2017
692,67,1,62581020,7/31/2016
693,67,1,61650751.75,8/31/2016
694,67,1,61274251.75,9/30/2016
695,67,1,60563880,10/31/2016
696,67,1,62063040,11/30/2016
697,67,1,64527720,12/31/2016
698,67,1,63181560,1/31/2017
699,67,1,63893324.83,2/28/2017
700,67,1,65929966.93,3/31/2017
701,67,1,66431981.47,4/30/2017
702,67,1,64863944.08,5/31/2017
703,67,1,65816679.38,6/30/2017
704,68,1,6.1209,7/31/2016
705,68,1,6.1209,8/31/2016
706,68,1,6.1209,9/30/2016
707,68,1,0.0009,10/31/2016
708,68,1,0.0009,11/30/2016
709,68,1,0.0009,12/31/2016
710,68,1,0.0009,1/31/2017
711,68,1,0.0009,2/28/2017
712,68,1,0.0009,3/31/2017
713,68,1,0.0009,4/30/2017
714,68,1,0.0009,5/31/2017
715,68,1,0.0009,6/30/2017
716,69,1,1,6/30/2017
717,70,1,213.673157,7/31/2016
718,70,1,213.683306,8/31/2016
719,70,1,780427442.7,9/30/2016
720,70,1,6741639.983,10/31/2016
721,70,1,32938.36854,11/30/2016
722,70,1,9274.09381,12/31/2016
723,70,1,4827.273173,1/31/2017
724,70,1,5039.723006,2/28/2017
725,70,1,5039.723109,3/31/2017
726,70,1,5039.723372,4/30/2017
727,70,1,556331.8484,5/31/2017
728,70,1,165.809139,6/30/2017
729,71,1,43.2807,7/31/2016
730,71,1,70.8827,8/31/2016
731,71,1,92.4474,9/30/2016
732,71,1,47.5007,10/31/2016
733,71,1,67.7378,11/30/2016
734,71,1,143.9228,12/31/2016
735,71,1,58.1503,1/31/2017
736,71,1,84.8325,2/28/2017
737,71,1,108.8027,3/31/2017
738,71,1,53.4003,4/30/2017
739,71,1,78.6152,5/31/2017
740,71,1,131.2963,6/30/2017
741,72,1,751953359.5,10/31/2016
742,72,1,773276024.4,11/30/2016
743,72,1,791035400,12/31/2016
744,72,1,785673534.9,1/31/2017
745,72,1,813825240.3,2/28/2017
746,72,1,841613901.8,3/31/2017
747,72,1,860283382.3,4/30/2017
